listing_id,mls_number,address,neighborhood,city,state,zip_code,price,bedrooms,bathrooms,sqft,year_built,property_type,listing_status,date_listed,last_updated,days_on_market,description,features,owner_name,owner_phone
MLS-100160,A70981700,9506 Mashta Drive,Mid-Beach,Miami Beach,FL,33140,1804000,2,2.5,1997,1995,Villa,Active Under Contract,2026-06-06,2026-06-12,14,"Charming villa located in Mid-Beach. Highlights: hardwood floors, solar panels, private beach access.",Hardwood Floors; Solar Panels; Private Beach Access; Balcony; Ocean View; Pool,Camila Smith,305-543-5662
MLS-100161,A29232735,7504 Harbor Drive,Aventura,Miami,FL,33180,445000,4,2.0,1979,1959,Condo,Active,2026-04-25,2026-04-26,56,"Rare opportunity in Aventura! This condo offers marble floors, pool, home office. Don't miss out.",Marble Floors; Pool; Home Office; Smart Home; Hurricane Impact Windows; Updated Kitchen,Elena Moore,305-517-6363
MLS-100162,A83339816,2655 Biscayne Boulevard,Aventura,Miami,FL,33180,1723000,2,2.5,2289,2003,Single Family,Pending,2026-06-12,2026-06-17,8,"Rare opportunity in Aventura! This single family offers balcony, pet friendly, smart home. Don't miss out.",Balcony; Pet Friendly; Smart Home,Robert Taylor,305-416-4339
MLS-100163,A98848098,3187 Granada Boulevard,Aventura,Miami,FL,33180,1264000,4,4.0,2029,1983,Multi-Family,Active,2026-04-22,2026-04-22,59,"Rare opportunity in Aventura! This multi-family offers marble floors, hardwood floors, garage. Don't miss out.",Marble Floors; Hardwood Floors; Garage; Gym; Garden; Boat Dock; Ocean View,Sarah Garcia,305-808-1785
MLS-100164,A46632757,1120 Crandon Boulevard,Key Biscayne,Miami,FL,33149,6402000,8,3.0,3989,1951,Multi-Family,Active,2026-03-17,2026-03-21,95,"Charming multi-family located in Key Biscayne. Highlights: private beach access, rooftop, gated community.",Private Beach Access; Rooftop; Gated Community; Doorman; High Ceilings; Solar Panels,Camila Gonzalez,305-699-4595
MLS-100165,A21983952,9615 Ocean Drive,Brickell,Miami,FL,33131,417000,1,2.0,1144,2022,Condo,Pending,19-Jan-2026,26-Jan-2026,152,"Charming condo located in Brickell. Highlights: granite countertops, tennis court, rooftop.",Granite Countertops; Tennis Court; Rooftop; Terrace,Linda Wilson,305-935-6640
MLS-100166,A35281262,3675 Kane Concourse,Coral Gables,Miami,FL,33134,2316000,4,2.0,1807,2005,Townhouse,Active,2026-01-23,2026-02-02,148,"Rare opportunity in Coral Gables! This townhouse offers waterfront, balcony, rooftop. Don't miss out.",Waterfront; Balcony; Rooftop; Tennis Court; Garage; Smart Home; Bay View,Luis Perez,305-467-5895
MLS-100167,A90444404,7948 Crandon Boulevard,North Miami,Miami,FL,33181,344000,3,,2548,1961,Villa,Pending,2026-05-14,2026-05-23,37,"Stunning North Miami villa with hardwood floors, updated kitchen, boat dock. Move-in ready. families.",Hardwood Floors; Updated Kitchen; Boat Dock; Marble Floors; Ocean View; Central AC; Rooftop,Michael Williams,305-729-7642
MLS-100168,A55642455,1418 Kane Concourse,Aventura,Miami,FL,33180,1974785,3,3.0,2031,1995,Villa,Active,2025-01-18,2025-02-17,518,Wonderful property in Aventura.,Ocean View; Concierge; Tennis Court; Granite Countertops,Linda Davis,305-309-6886
MLS-100169,A90448089,1820 Bay Road,Miami Beach,Miami Beach,FL,33139,1250000,4,3.0,50,2008,Single Family,Active,2026-05-11,2026-06-17,35,Spacious single family home in Miami Beach with pool and large lot.,Pool; Garage; Updated Kitchen; Large Lot,Sofia Martinez,305-819-3128
MLS-100170,A91883846,9231 West Avenue,Bal Harbour,Miami,FL,33154,6707000,5,2.0,3458,2006,Single Family,Active,2026-03-13,2026-03-23,99,"Stunning Bal Harbour single family with central ac, concierge, gated community. Move-in ready. families.",Central AC; Concierge; Gated Community; Boat Dock; Gym,Elena Rodriguez,305-834-6374
MLS-100171,A12603206,8564 NE 2nd Avenue,Wynwood,Miami,FL,33127,800000,3,3.5,1592,1996,Townhouse,Active,2026-05-12,2026-05-16,39,"Rare opportunity in Wynwood! This townhouse offers boat dock, pet friendly, waterfront. Don't miss out.",Boat Dock; Pet Friendly; Waterfront,Camila Diaz,305-392-6253
MLS-100172,A22539748,2134 Fisher Island Drive,South Beach,Miami Beach,FL,33139,791000,2,1.5,1165,1987,Condo,Pending,2026-03-19,2026-03-27,93,"Rare opportunity in South Beach! This condo offers private beach access, bay view, walk-in closet. Don't miss out.",Private Beach Access; Bay View; Walk-in Closet; Granite Countertops; Boat Dock,David Brown,305-829-9740
MLS-100173,A28762704,5470 Alhambra Circle,Edgewater,Miami,FL,33137,1382000,4,3.0,3087,2006,Single Family,Active,2026-04-10,2026-04-12,71,"Charming single family located in Edgewater. Highlights: concierge, private beach access, pet friendly.",Concierge; Private Beach Access; Pet Friendly,Jennifer Smith,305-673-2669
MLS-100174,A46297263,1099 Biscayne Boulevard,North Miami,Miami,FL,33181,424000,4,2.5,2229,2004,Townhouse,Active,2026-04-13,2026-04-23,68,"Luxurious townhouse in prestigious North Miami. Comes with home office, pool, concierge. Ideal for retirees.",Home Office; Pool; Concierge; Hurricane Impact Windows; Garden; Gym; Smart Home,Ana Moore,305-529-7363
MLS-100175,A19978827,1631 Euclid Avenue,South Beach,Miami Beach,FL,33139,3823000,8,6.0,3457,1993,Multi-Family,Active Under Contract,2026-05-25,2026-06-01,26,"Stunning South Beach multi-family with boat dock, home office, terrace. Move-in ready. families.",Boat Dock; Home Office; Terrace; Central AC; Garage; Marble Floors,Robert Diaz,305-477-1762
MLS-100176,A80257585,4755 Bay Harbor Terrace,Wynwood,Miami,FL,33127,420000,1,2.5,774,2001,Condo,Active Under Contract,2026-03-24,2026-03-31,88,"Charming condo located in Wynwood. Highlights: private beach access, high ceilings, walk-in closet.",Private Beach Access; High Ceilings; Walk-in Closet; Rooftop; Pet Friendly; Updated Kitchen,Emily Anderson,305-846-8126
MLS-100177,A25480907,"3744 Bayshore Drive, Miami, FL 33181",North Miami,Miami,FL,33181,560000,6,5.0,2833,1999,Multi-Family,Active,2026-03-05,2026-03-10,107,"Charming multi-family located in North Miami. Highlights: private beach access, bay view, wine cellar.",Private Beach Access; Bay View; Wine Cellar; Walk-in Closet; Gym,Daniel Taylor,305-539-1452
MLS-100178,A95306788,1769 Harbor Drive,Wynwood,Miami,FL,33127,1315000,3,5.0,2770,2018,Villa,Active,2026-01-30,2026-02-05,141,"Luxurious villa in prestigious Wynwood. Comes with bay view, marble floors, boat dock. Ideal for urban living enthusiasts.",Bay View; Marble Floors; Boat Dock; Terrace; Pool,Elena Smith,305-643-6934
MLS-100179,A59535894,4643 Ponce de Leon Boulevard,South Beach,Miami Beach,FL,33139,1816000,2,1.5,1329,2010,Condo,Active,2026-02-10,2026-02-12,130,"Beautiful condo in the heart of South Beach. Features include boat dock, walk-in closet, hurricane impact windows. Perfect for remote workers.",Boat Dock; Walk-in Closet; Hurricane Impact Windows; Doorman; Concierge; Pet Friendly; Bay View,Daniel Moore,305-967-5558
MLS-100180,A62602177,9505 NW 41st Street,Coconut Grove,Miami,FL,33133,1570000,1,2.0,1227,2008,Condo,Active,2026-02-22,2026-02-22,118,"Beautiful condo in the heart of Coconut Grove. Features include pool, smart home, rooftop. Perfect for families.",Pool; Smart Home; Rooftop; Tennis Court,Daniel Garcia,305-288-7987
MLS-100181,A68800797,4023 Lincoln Road,Coconut Grove,Miami,FL,33133,1310000,1,1.0,1097,2006,Condo,Pending,2026-05-14,2026-05-16,37,"Charming condo located in Coconut Grove. Highlights: high ceilings, hardwood floors, walk-in closet.",High Ceilings; Hardwood Floors; Walk-in Closet; Marble Floors; Waterfront; Doorman,Robert Brown,305-608-7118
MLS-100182,A25157001,8638 Crandon Boulevard,North Beach,Miami Beach,FL,33141,903000,8,5.0,3730,1960,Multi-Family,Active,2026-01-26,2026-02-03,145,"Stunning North Beach multi-family with walk-in closet, smart home, boat dock. Move-in ready. investors.",Walk-in Closet; Smart Home; Boat Dock,Ana Garcia,305-882-4568
MLS-100183,A75360192,5282 Michigan Avenue,Aventura,Miami,FL,33180,380000,0,2.0,452,2001,Condo,Pending,2026-04-06,2026-04-11,75,"Luxurious condo in prestigious Aventura. Comes with tennis court, solar panels, terrace. Ideal for first-time buyers.",Tennis Court; Solar Panels; Terrace; Rooftop,James Hernandez,305-993-6004
MLS-100184,A27714442,8582 Country Club Drive,Edgewater,Miami,FL,33137,400000,3,2.0,2061,1991,Condo,Active,2026-02-09,2026-02-15,131,"Beautiful condo in the heart of Edgewater. Features include stainless steel appliances, smart home, boat dock. Perfect for retirees.",Stainless Steel Appliances; Smart Home; Boat Dock,William Rodriguez,305-569-6185
MLS-100185,A48387144,3733 West Avenue,Coral Gables,Miami,FL,33134,4036000,2,4.5,1950,2012,Single Family,Active,2026-01-09,2026-01-19,162,"Luxurious single family in prestigious Coral Gables. Comes with balcony, garden, waterfront. Ideal for first-time buyers.",Balcony; Garden; Waterfront; Ocean View; Wine Cellar; Hardwood Floors; Boat Dock,Carlos Lopez,305-872-9489
MLS-100186,A60882459,575 Meridian Avenue,North Miami,Miami,FL,33181,945000,4,2.5,2278,2024,Townhouse,Active,2026-01-30,2026-01-30,141,"Stunning North Miami townhouse with central ac, hurricane impact windows, tennis court. Move-in ready. first-time buyers.",Central AC; Hurricane Impact Windows; Tennis Court; Pool; Bay View; Boat Dock,James Williams,305-251-5262
MLS-100187,A26540343,7270 Meridian Avenue,Coconut Grove,Miami,FL,33133,1720000,4,6.0,1960,1984,Multi-Family,Active,2026-03-07,2026-03-15,105,"Rare opportunity in Coconut Grove! This multi-family offers boat dock, updated kitchen, balcony. Don't miss out.",Boat Dock; Updated Kitchen; Balcony; Tennis Court; Rooftop,Carlos Taylor,305-768-3316
MLS-100188,A67845091,1504 Old Cutler Road,Bal Harbour,Miami,FL,33154,1200000,1,1.0,874,1989,Condo,Active,2026-03-08,2026-03-13,104,"Rare opportunity in Bal Harbour! This condo offers garage, bay view, pool. Don't miss out.",Garage; Bay View; Pool; Balcony; Pet Friendly,Sofia Johnson,305-289-4070
MLS-100189,A19893106,5842 SW 27th Avenue,Mid-Beach,Miami Beach,FL,33140,1053000,2,2.0,1952,2017,Single Family,Active,2026-05-04,2026-05-10,47,"Luxurious single family in prestigious Mid-Beach. Comes with rooftop, concierge, gym. Ideal for urban living enthusiasts.",Rooftop; Concierge; Gym; High Ceilings; Hurricane Impact Windows; Garage,Antonio Gonzalez,305-366-8393
MLS-100190,A52831009,4973 Kane Concourse,Bal Harbour,Miami,FL,33154,3268000,2,2.5,2029,2008,Single Family,Active,2026-04-24,2026-04-29,57,"Stunning Bal Harbour single family with updated kitchen, terrace, private beach access. Move-in ready. first-time buyers.",Updated Kitchen; Terrace; Private Beach Access; Garden; Rooftop; Solar Panels; Gym,Ana Moore,305-775-2739
MLS-100191,A71410640,6448 NE 199th Street,Downtown Miami,Miami,FL,33130,563000,5,4.0,2397,2014,Multi-Family,Active,2026-06-12,2026-06-16,8,"Stunning Downtown Miami multi-family with stainless steel appliances, solar panels, tennis court. Move-in ready. families.",Stainless Steel Appliances; Solar Panels; Tennis Court; Granite Countertops; Wine Cellar; Gated Community,James Diaz,305-904-6323
MLS-100192,A34060788,6214 Lincoln Road,Doral,Miami,FL,33172,594000,5,4.5,3778,2006,Villa,Active,2026-01-25,2026-01-31,146,"Charming villa located in Doral. Highlights: pool, marble floors, solar panels.",Pool; Marble Floors; Solar Panels,Linda Rodriguez,305-714-8054
MLS-100193,A93033107,5416 Ocean Dr,Key Biscayne,Miami,FL,33149,1856000,2,2.5,1122,1992,Condo,Active,2026-06-13,2026-06-13,7,"Beautiful condo in the heart of Key Biscayne. Features include home office, garden, smart home. Perfect for urban living enthusiasts.",Home Office; Garden; Smart Home; Rooftop; Waterfront; Updated Kitchen; Gym,Jennifer Williams,305-711-2497
MLS-100194,A64496780,8462 Euclid Avenue,Miami Beach,Miami Beach,FL,33139,1766000,2,1.0,1378,1963,Condo,Active,2026-06-15,2026-06-23,5,"Charming condo located in Miami Beach. Highlights: garage, private beach access, balcony.",Garage; Private Beach Access; Balcony; Pool; Stainless Steel Appliances,Daniel Jones,305-928-7271
MLS-100195,A56323191,8032 Bayshore Drive,Coral Gables,Miami,FL,33134,969000,2,2.5,1305,2006,Condo,Active,2026-04-03,2026-04-06,78,"Rare opportunity in Coral Gables! This condo offers terrace, smart home, gym. Don't miss out.",Terrace; Smart Home; Gym; High Ceilings; Home Office; Solar Panels,Sofia Taylor,305-588-7464
MLS-100196,A79158328,5194 NE 2nd Avenue,Coconut Grove,Miami,FL,33133,1194000,4,4.0,1937,2003,Multi-Family,Active,2026-03-25,2026-03-29,87,"Luxurious multi-family in prestigious Coconut Grove. Comes with waterfront, boat dock, bay view. Ideal for urban living enthusiasts.",Waterfront; Boat Dock; Bay View; Granite Countertops; Pet Friendly; Gated Community,Elena Moore,305-582-1920
MLS-100197,A22507745,3865 Meridian Avenue,Mid-Beach,Miami Beach,FL,33140,767000,5,3.0,2216,2019,Multi-Family,Active,2025-12-22,2025-12-28,180,"Charming multi-family located in Mid-Beach. Highlights: waterfront, garage, hardwood floors.",Waterfront; Garage; Hardwood Floors; Smart Home,Maria Taylor,305-715-2925
MLS-100198,A39219319,2824 Jefferson Avenue,Wynwood,Miami,FL,33127,1400000,8,4.0,3810,1992,Multi-Family,Active,2026-03-10,2026-03-10,102,"Charming multi-family located in Wynwood. Highlights: walk-in closet, home office, rooftop.",Walk-in Closet; Home Office; Rooftop; Pet Friendly; Balcony; Doorman,Elena Johnson,305-394-5861
MLS-100199,A87596783,964 Bay Road,Coconut Grove,Miami,FL,33133,1750000,2,3.5,2049,2010,Villa,Active,2026-01-20,2026-01-25,151,"Charming villa located in Coconut Grove. Highlights: gym, home office, balcony.",Gym; Home Office; Balcony; Private Beach Access; Hardwood Floors; Ocean View,Linda Perez,305-262-8752
MLS-100200,A83715012,1542 Indian Creek Drive,Doral,Miami,FL,33172,790000,3,2.0,1813,1950,Townhouse,Active,2025-12-29,2026-01-06,173,"Luxurious townhouse in prestigious Doral. Comes with doorman, ocean view, granite countertops. Ideal for urban living enthusiasts.",Doorman; Ocean View; Granite Countertops; Marble Floors; Gym; Waterfront,James Garcia,305-408-5375
MLS-100201,A48759467,8682 Meridian Avenue,Mid-Beach,Miami Beach,FL,33140,1352000,3,3.5,2748,1993,Villa,Active Under Contract,2026-03-22,2026-03-31,90,"Beautiful villa in the heart of Mid-Beach. Features include hardwood floors, private beach access, updated kitchen. Perfect for remote workers.",Hardwood Floors; Private Beach Access; Updated Kitchen; Wine Cellar,Patricia Brown,305-516-8311
MLS-100202,A80574548,5385 Jefferson Avenue,Coconut Grove,Miami,FL,33133,1563000,2,2.0,1535,1961,Townhouse,Pending,2026-05-13,2026-05-15,38,"Beautiful townhouse in the heart of Coconut Grove. Features include granite countertops, garage, smart home. Perfect for professionals.",Granite Countertops; Garage; Smart Home,Maria Davis,305-873-9026
MLS-100203,A24679315,2380 Harbor Drive,North Miami,Miami,FL,33181,406000,2,3.0,1157,2006,Condo,Active,2026-05-28,2026-06-04,23,"Beautiful condo in the heart of North Miami. Features include smart home, central ac, concierge. Perfect for retirees.",Smart Home; Central AC; Concierge; High Ceilings; Marble Floors; Garden; Doorman,Ana Taylor,305-808-2392
MLS-100204,A56000822,3807 Pine Tree Drive,Wynwood,Miami,FL,33127,655000,3,2.0,1792,2008,Townhouse,Active,2026-05-04,2026-05-05,47,"Charming townhouse located in Wynwood. Highlights: balcony, pet friendly, solar panels.",Balcony; Pet Friendly; Solar Panels,William Jones,305-644-3192
MLS-100205,A87342561,7295 Sunset Drive,Coconut Grove,Miami,FL,33133,2419000,6,6.0,2878,2016,Multi-Family,Active,2026-02-23,2026-02-24,117,"Beautiful multi-family in the heart of Coconut Grove. Features include ocean view, rooftop, doorman. Perfect for families.",Ocean View; Rooftop; Doorman; Solar Panels; Terrace; Waterfront; Walk-in Closet,Jennifer Rodriguez,305-983-5415
MLS-100206,A86015183,6093 Euclid Avenue,Brickell,Miami,FL,33131,762000,2,1.5,1475,1973,Condo,Pending,2026-03-06,2026-03-11,106,"Charming condo located in Brickell. Highlights: pool, tennis court, stainless steel appliances.",Pool; Tennis Court; Stainless Steel Appliances; Home Office; Waterfront; Rooftop; Hardwood Floors,David Anderson,305-363-3935
MLS-100207,A20200074,1974 Crandon Boulevard,North Miami,Miami,FL,33181,879000,,5.0,2771,1979,Multi-Family,Pending,2026-05-05,2026-05-09,46,"Charming multi-family located in North Miami. Highlights: central ac, pool, hurricane impact windows.",Central AC; Pool; Hurricane Impact Windows,Daniel Davis,305-932-4249
MLS-100208,A51523026,2148 NW 41st Street,Miami Beach,Miami Beach,FL,33139,791000,2,2.5,1170,1974,Townhouse,Active,2026-05-30,2026-06-06,21,"Rare opportunity in Miami Beach! This townhouse offers ocean view, pool, wine cellar. Don't miss out.",Ocean View; Pool; Wine Cellar; Concierge; Marble Floors; Private Beach Access; Bay View,Camila Johnson,305-286-7387
MLS-100209,A19832887,1443 Jefferson Avenue,South Beach,Miami Beach,FL,33139,2078000,6,3.0,4013,2010,Villa,Pending,2026-04-15,2026-04-19,66,"Beautiful villa in the heart of South Beach. Features include updated kitchen, tennis court, boat dock. Perfect for urban living enthusiasts.",Updated Kitchen; Tennis Court; Boat Dock; Balcony; Pet Friendly; Terrace,Carlos Anderson,305-836-2638
MLS-100210,A45847919,1247 Brickell Avenue,Brickell,Miami,FL,33131,1554709,3,2.5,1820,2015,Condo,Active,2026-06-02,2026-06-08,28,Beautiful condo in Brickell - rare find.,Pool; Modern Kitchen; Garage; Balcony,Antonio Davis,305-672-4961
MLS-100211,A89991301,1601 Crandon Boulevard,Doral,Miami,FL,33172,435000,2,2.0,1877,1982,Villa,Active,2026-01-22,2026-01-25,149,"Charming villa located in Doral. Highlights: gated community, wine cellar, high ceilings.",Gated Community; Wine Cellar; High Ceilings,Robert Gonzalez,305-536-3417
MLS-100212,A56802956,3726 Mashta Drive,Edgewater,Miami,FL,33137,635000,2,3.0,1419,1952,Condo,Active,2026-02-14,2026-02-16,126,"Charming condo located in Edgewater. Highlights: waterfront, home office, pool.",Waterfront; Home Office; Pool; Stainless Steel Appliances,Linda Perez,305-633-7168
MLS-100213,A75136149,1079 Pine Tree Drive,South Beach,Miami Beach,FL,33139,1742000,4,1.0,1928,2011,Condo,Active Under Contract,2026-01-24,2026-02-03,147,"Luxurious condo in prestigious South Beach. Comes with home office, rooftop, pet friendly. Ideal for families.",Home Office; Rooftop; Pet Friendly; Solar Panels; Granite Countertops,Ana Johnson,305-456-1646
MLS-100214,A91411889,7194 Indian Creek Drive,Bal Harbour,Miami,FL,33154,6286000,5,4.5,3249,2023,Single Family,Active,2026-05-30,2026-06-08,21,"Charming single family located in Bal Harbour. Highlights: garden, private beach access, bay view.",Garden; Private Beach Access; Bay View,Sofia Brown,305-902-5937
MLS-100215,A28185096,5033 NE 2nd Avenue,Coral Gables,Miami,FL,33134,2696000,5,3.0,2371,2017,Multi-Family,Active,2026-03-31,2026-04-07,81,"Luxurious multi-family in prestigious Coral Gables. Comes with gym, walk-in closet, stainless steel appliances. Ideal for remote workers.",Gym; Walk-in Closet; Stainless Steel Appliances,Camila Lopez,305-668-2752
MLS-100216,A65541117,1176 Ponce de Leon Boulevard,Brickell,Miami,FL,33131,1082000,3,3.5,2011,2006,Townhouse,Active,2026-02-06,2026-02-15,134,"Charming townhouse located in Brickell. Highlights: garage, home office, garden.",Garage; Home Office; Garden; Hurricane Impact Windows; Boat Dock; Rooftop,Robert Wilson,305-662-4743
MLS-100217,A38169370,8998 West Avenue,Coral Gables,Miami,FL,33134,2736000,2,5.0,2031,2018,Villa,Active Under Contract,2026-05-20,2026-05-30,31,"Rare opportunity in Coral Gables! This villa offers balcony, private beach access, ocean view. Don't miss out.",Balcony; Private Beach Access; Ocean View; Pet Friendly,Juan Anderson,305-320-4882
MLS-100218,A66851305,6086 Star Island Drive,Key Biscayne,Miami,FL,33149,3218000,3,1.0,1417,1953,Condo,Active Under Contract,2026-04-09,2026-04-12,72,"Charming condo located in Key Biscayne. Highlights: hurricane impact windows, ocean view, home office.",Hurricane Impact Windows; Ocean View; Home Office,Linda Moore,305-985-7806
MLS-100219,A61791391,5524 West Avenue,Pinecrest,Miami,FL,33156,2409000,3,3.5,1974,1952,Townhouse,Active,2026-05-17,2026-05-27,34,"Stunning Pinecrest townhouse with pet friendly, stainless steel appliances, rooftop. Move-in ready. retirees.",Pet Friendly; Stainless Steel Appliances; Rooftop; Boat Dock; Waterfront,Maria Jones,305-590-2857
MLS-100220,A11586450,6618 Mashta Drive,Coral Gables,Miami,FL,33134,4945000,3,2.0,2713,2012,Villa,Active Under Contract,2026-01-28,2026-01-28,143,"Charming villa located in Coral Gables. Highlights: gym, concierge, private beach access.",Gym; Concierge; Private Beach Access; Tennis Court; Wine Cellar; Hardwood Floors; Pet Friendly,James Jones,305-905-1137
MLS-100221,A96343485,6823 Country Club Drive,Edgewater,Miami,FL,33137,1759000,5,5.0,3168,2002,Villa,Active Under Contract,2026-04-23,2026-05-01,58,"Luxurious villa in prestigious Edgewater. Comes with tennis court, smart home, marble floors. Ideal for professionals.",Tennis Court; Smart Home; Marble Floors; Concierge; Terrace,Sarah Jones,305-759-6804
MLS-100222,A23590593,428 Indian Creek Drive,Coconut Grove,Miami,FL,33133,700000,2,2.0,1350,2006,Townhouse,Active,2026-05-05,2026-05-06,46,"Luxurious townhouse in prestigious Coconut Grove. Comes with rooftop, bay view, terrace. Ideal for families.",Rooftop; Bay View; Terrace; Waterfront; Gated Community; Smart Home; Garden,Emily Wilson,305-360-1877
MLS-100223,A82828034,4019 NE 2nd Avenue,North Miami,Miami,FL,33181,434000,4,5.0,2040,2011,Multi-Family,Active,2026-01-28,2026-01-29,143,"Stunning North Miami multi-family with updated kitchen, stainless steel appliances, concierge. Move-in ready. professionals.",Updated Kitchen; Stainless Steel Appliances; Concierge; Garden,Juan Wilson,305-617-6421
MLS-100224,A38595818,3851 Meridian Avenue,Mid-Beach,Miami Beach,FL,33140,1159000,3,2.0,2408,2006,Single Family,Active Under Contract,2026-05-11,2026-05-17,40,"Charming single family located in Mid-Beach. Highlights: boat dock, tennis court, updated kitchen.",Boat Dock; Tennis Court; Updated Kitchen; Bay View,Carlos Williams,305-650-6753
MLS-100225,A86483924,7235 Main Highway,Brickell,Miami,FL,33131,2200000,4,4.0,3291,2009,Villa,Pending,2026-02-24,2026-03-05,116,"Rare opportunity in Brickell! This villa offers terrace, private beach access, stainless steel appliances. Don't miss out.",Terrace; Private Beach Access; Stainless Steel Appliances; Gated Community; Hurricane Impact Windows,James Gonzalez,305-968-8613
MLS-100226,A40281491,2253 Biscayne Boulevard,Aventura,Miami,FL,33180,445000,3,3.5,1579,2008,Townhouse,Active Under Contract,2026-03-14,2026-03-22,98,"Rare opportunity in Aventura! This townhouse offers hurricane impact windows, walk-in closet, gated community. Don't miss out.",Hurricane Impact Windows; Walk-in Closet; Gated Community; Hardwood Floors; Rooftop; Smart Home; Balcony,Sofia Anderson,305-277-3306
MLS-100227,A98843907,6263 Jefferson Avenue,Edgewater,Miami,FL,33137,996000,,4.0,2978,2013,Multi-Family,Active,2026-01-21,2026-01-30,150,"Charming multi-family located in Edgewater. Highlights: rooftop, ocean view, updated kitchen.",Rooftop; Ocean View; Updated Kitchen,Maria Martinez,305-478-8259
MLS-100228,A52940967,3842 Country Club Drive,North Beach,Miami Beach,FL,33141,412000,2,5.0,1416,2010,Single Family,Active,2026-03-14,2026-03-20,98,"Luxurious single family in prestigious North Beach. Comes with hardwood floors, hurricane impact windows, private beach access. Ideal for retirees.",Hardwood Floors; Hurricane Impact Windows; Private Beach Access; Ocean View,Jennifer Jones,305-454-7819
MLS-100229,A81971316,9754 NE 2nd Avenue,Doral,Miami,FL,33172,676000,3,4.5,2564,1989,Single Family,Active,2026-04-21,2026-04-26,60,"Rare opportunity in Doral! This single family offers bay view, concierge, garage. Don't miss out.",Bay View; Concierge; Garage,Camila Perez,305-244-8527
MLS-100230,A50693207,6179 Biscayne Boulevard,Doral,Miami,FL,33172,800000,4,2.0,2903,2024,Villa,Active,2026-01-12,2026-01-12,159,"Charming villa located in Doral. Highlights: granite countertops, home office, wine cellar.",Granite Countertops; Home Office; Wine Cellar,Robert Diaz,305-413-6455
MLS-100231,A92284610,9239 West Avenue,Pinecrest,Miami,FL,33156,1201000,2,2.5,1521,1960,Condo,Active,2026-06-04,2026-06-04,16,"Luxurious condo in prestigious Pinecrest. Comes with garden, terrace, home office. Ideal for retirees.",Garden; Terrace; Home Office; Smart Home,David Moore,305-343-6373
MLS-100232,A51137177,6434 Bay Road,Doral,Miami,FL,33172,520000,3,3.0,1909,2002,Condo,Active,2026-04-08,2026-04-09,73,"Rare opportunity in Doral! This condo offers bay view, doorman, waterfront. Don't miss out.",Bay View; Doorman; Waterfront; Gated Community; Hardwood Floors; High Ceilings,Sofia Martinez,305-535-5843
MLS-100233,A88405961,4862 Brickell Avenue,Mid-Beach,Miami Beach,FL,33140,924000,2,2.5,1594,2014,Townhouse,Active,2026-03-16,2026-03-18,96,"Rare opportunity in Mid-Beach! This townhouse offers garage, balcony, waterfront. Don't miss out.",Garage; Balcony; Waterfront; Bay View,Elena Anderson,305-536-6008
MLS-100234,A30774029,1473 Old Cutler Road,Wynwood,Miami,FL,33127,970000,6,3.5,4008,1951,Villa,Active,2026-01-19,2026-01-27,152,"Stunning Wynwood villa with marble floors, pool, concierge. Move-in ready. remote workers.",Marble Floors; Pool; Concierge,Luis Wilson,305-570-2746
MLS-100235,A45338986,3490 Granada Boulevard,Miami Beach,Miami Beach,FL,33139,637000,2,3.5,1118,2011,Townhouse,Active,2026-02-15,2026-02-22,125,"Luxurious townhouse in prestigious Miami Beach. Comes with bay view, boat dock, high ceilings. Ideal for investors.",Bay View; Boat Dock; High Ceilings; Concierge; Hardwood Floors,Ana Williams,305-656-1731
MLS-100236,A79519112,2514 Collins Avenue,Edgewater,Miami,FL,33137,1800000,4,3.5,3395,1968,Single Family,Active,2026-02-19,2026-02-25,121,"Beautiful single family in the heart of Edgewater. Features include granite countertops, garden, rooftop. Perfect for professionals.",Granite Countertops; Garden; Rooftop; Concierge; Smart Home; Gated Community; Stainless Steel Appliances,Sofia Wilson,305-424-3881
MLS-100237,A80381542,9852 Harbor Drive,North Beach,Miami Beach,FL,33141,1800000,5,2.0,3159,2015,Single Family,Active,2026-03-18,2026-03-24,94,"Charming single family located in North Beach. Highlights: hurricane impact windows, private beach access, garage.",Hurricane Impact Windows; Private Beach Access; Garage; Wine Cellar; Stainless Steel Appliances; Solar Panels,Carlos Davis,305-255-5993
MLS-100238,A64913082,3143 NE 199th Street,Key Biscayne,Miami,FL,33149,4301000,3,4.0,2198,1985,Villa,Active Under Contract,2026-04-29,2026-05-04,52,"Stunning Key Biscayne villa with waterfront, ocean view, private beach access. Move-in ready. professionals.",Waterfront; Ocean View; Private Beach Access; Gym; Pool; Smart Home,Daniel Taylor,305-717-9109
MLS-100239,A83886264,2535 Hibiscus Drive,Bal Harbour,Miami,FL,33154,7013000,2,2.0,2321,2019,Villa,Active Under Contract,2026-02-15,2026-02-22,125,"Rare opportunity in Bal Harbour! This villa offers bay view, wine cellar, smart home. Don't miss out.",Bay View; Wine Cellar; Smart Home; Terrace,Michael Garcia,305-719-4648
MLS-100240,A95618110,7156 Alhambra Circle,Aventura,Miami,FL,33180,1413000,4,2.0,2379,1996,Condo,Active,2026-05-03,2026-05-05,48,"Stunning Aventura condo with waterfront, private beach access, concierge. Move-in ready. retirees.",Waterfront; Private Beach Access; Concierge,Elena Johnson,305-437-8555
